Title,Article Id,Date,Category,Has Audio,Summary,URL
Police Pushback Against Progressive Prosecutors ,1198909293,"November 28, 2023",News,True,"Police and progressive prosecutors are clashing over prosecutors' progressive policies, and that's having consequences in the courtroom.",https://www.npr.org/2023/11/28/1198909293/police-pushback-against-progressive-prosecutors
Alex Murdaugh's financial fraud victims confront him in court before his sentencing,1215694489,"November 28, 2023",News,False,"Alex Murdaugh, right, talks with his attorneys Dick Harpootlian, left, and Jim Griffin during his sentencing for stealing from 18 clients on Tuesday, Nov. 28, 2023, at the Beaufort County Courthouse in Beaufort, S.C.",https://www.npr.org/2023/11/28/1215694489/alex-murdaughs-financial-fraud-victims-confront-him-in-court-before-his-sentenci
Arizona GOP county officials face charges after refusing to certify election on time,1140642960,"November 29, 2023",News,False,Cochise County Supervisors Tom Crosby and Peggy Judd face felony charges for refusing to meet Arizona's deadline for certifying 2022 election results.,https://www.npr.org/2023/11/29/1140642960/arizona-cochise-county-elections-charges
It's peak shopping — and shoplifting — season. Cops are stepping up antitheft tactics,1215568143,"November 29, 2023",News,True,"Police in Bellevue, Wash., arrest a man accused of stealing a pair of white Nike shoes. The cops were on a stakeout outside the local mall, texting back and forth with store security to identify and apprehend suspected thieves.",https://www.npr.org/2023/11/29/1215568143/its-peak-shopping-and-shoplifting-season-cops-are-stepping-up-antitheft-tactics
U.S. charges Indian national in alleged assassination plot of Sikh separatist in NYC,1215835525,"November 29, 2023",News,False,A government official says the U.S. has thwarted an alleged plot to kill Sikh separatist leader Gurpatwant Singh Pannun on American soil.,https://www.npr.org/2023/11/29/1215835525/sikh-assassination-plot-charges-india
Federal judge blocks Montana's TikTok ban before it takes effect ,1205735647,"November 30, 2023",News,False,A federal judge has halted a law in Montana from taking effect that would have banned the popular video app TikTok across the state.,https://www.npr.org/2023/11/30/1205735647/montana-tiktok-ban-blocked-state
Supreme Court conservatives seem likely to axe SEC enforcement powers,1215931171,"November 29, 2023",News,True,"People walk past the U.S. Supreme Court in Washington, D.C., earlier this month.",https://www.npr.org/2023/11/29/1215931171/supreme-court-heard-arguments-in-a-challenge-to-the-secs-ability-to-fight-fraud
Inspector general investigating the decision to relocate FBI headquarters to Maryland,1216239621,"November 30, 2023",News,False,"The J. Edgar Hoover FBI Building, home of the FBI's headquarters, is seen on June 9, 2023, in Washington, D.C. The General Services Administration's inspector general is investigating the decision to build a new HQ in Maryland.",https://www.npr.org/2023/11/30/1216239621/inspector-general-investigating-the-decision-to-relocate-fbi-headquarters-to-mar
"Sandra Day O'Connor, first woman on the Supreme Court, dies",203277264,"December 1, 2023",News,True,,https://www.npr.org/2023/12/01/203277264/sandra-day-oconnor-dies
"Executions are on the rise in the U.S., even as public support wanes",1215757307,"December 1, 2023",News,False,"Twenty-four people have been put to death so far in 2023, up from 18 in 2022 and 11 in 2021, according to a new report by the Death Penalty Information Center. The center attributed the increase to Florida's return to executions after a 3-year pause.",https://www.npr.org/2023/12/01/1215757307/executions-death-penalty-report-increase
Appeals court upholds actor Jussie Smollett's convictions and jail sentence ,1216580590,"December 1, 2023",News,False,"Jussie Smollett arrives at the BET Awards on June 26, 2022, in Los Angeles. An appeals court on Friday upheld the disorderly conduct convictions of the actor, who was accused of staging a racist, homophobic attack against himself in 2019 and then lying about it to Chicago police.",https://www.npr.org/2023/12/01/1216580590/jussie-smollett-empire-appeal-convictions-jail-sentence
Appeals court says Trump isn't immune from Jan. 6 riot lawsuits,1216541738,"December 1, 2023",News,False,"Then-President Donald Trump speaks at a rally on the Ellipse in Washington, D.C., on Jan. 6, 2021.",https://www.npr.org/2023/12/01/1216541738/appeals-court-trump-immunity-jan-6-riot-lawsuits
Inmate who stabbed Derek Chauvin 22 times is charged with attempted murder,1216687698,"December 1, 2023",News,False,"In this image taken from video, former Minneapolis police Officer Derek Chauvin addresses the court at the Hennepin County Courthouse, June 25, 2021, in Minneapolis.",https://www.npr.org/2023/12/01/1216687698/derek-chauvin-inmate-stabbed-charged-attempted-murder
The personal Sandra Day O'Connor: A backstage force and front stage star,1216458808,"December 1, 2023",News,False,,https://www.npr.org/2023/12/01/1216458808/the-personal-sandra-day-oconnor
Federal judge rejects Trump's immunity claims in 2020 election interference case,1216696071,"December 1, 2023",News,False,"Republican presidential candidate and former President Donald Trump stands on the field during halftime in an NCAA college football game between the University of South Carolina and Clemson Saturday, Nov. 25, 2023, in Columbia, S.C.",https://www.npr.org/2023/12/01/1216696071/donald-trump-election-interference-immunity-claims-rejected-tanya-chutkan
"Purdue Pharma, Sacklers' OxyContin settlement lands at the Supreme Court",1215717223,"December 4, 2023",News,True,The Supreme Court hears arguments Monday in a challenge to the deal meant to compensate victims of the highly addictive painkiller OxyContin.,https://www.npr.org/2023/12/04/1215717223/purdue-sacklers-oxycontin-supreme-court
Wolves are returning to Colorado. But is it too crowded for them to thrive? ,1215438481,"December 2, 2023",News,True,"This December 2018 photo provided by the Oregon Department of Fish and Wildlife shows the breeding male of the Chesnimnus Pack caught on camera during the winter survey on U.S. Forest Service land in northern Wallowa County, Oregon.  (Oregon Department of Fish and Wildlife via AP, File)",https://www.npr.org/2023/12/02/1215438481/wolves-are-returning-to-colorado-but-is-it-too-crowded-for-them-to-thrive
Opening arguments have begun in Jonathan Majors trial,1216233298,"December 4, 2023",News,False,Jonathan Majors faces misdemeanor charges of harassment and assaulting a former girlfriend. He's shown above in Los Angeles in October 2021.,https://www.npr.org/2023/12/04/1216233298/jonathan-majors-trial
Former U.S. ambassador charged with being an agent for Cuba,1217055868,"December 4, 2023",News,True,"U.S. Attorney General Merrick Garland announced Monday that Victor Manuel Rocha, the former U.S. ambassador to Bolivia, has been charged with acting illegally as a foreign agent for the government of Cuba.",https://www.npr.org/2023/12/04/1217055868/us-ambassador-cuba-spy
It's money v. principle in Supreme Court opioid case ,1217069753,"December 4, 2023",News,True,The Supreme Court heard arguments Tuesday in a challenge to a deal to compensate victims of the opioid epidemic that shield the Sackler family from lawsuits.,https://www.npr.org/2023/12/04/1217069753/purdue-sacklers-oxycontin-supreme-court
Education Department punishes student loan servicer for billing mistakes,1209464901,"October 31, 2023",News,True,"Education Secretary Miguel Cardona talks to reporters during the daily news conference in the Brady Press Briefing Room at the White House on June 30, 2023 in Washington, D.C.",https://www.npr.org/2023/10/31/1209464901/education-department-punishes-student-loan-servicer-billing-mistakes-mohela
Cornell student arrested in connection with antisemitic threats on New York campus,1209839480,"October 31, 2023",News,False,"A woman walks by a Cornell University sign on the Ivy League school's campus in Ithaca, New York, on Jan. 14, 2022. Cornell University administrators dispatched campus police to a Jewish center after threatening statements appeared on a discussion board Sunday, Oct. 29, 2023.",https://www.npr.org/2023/10/31/1209839480/cornell-student-arrested-antisemitic-threats
What is a walking school bus? Hint: It has no tires but lots of feet and lots of soul,1208822651,"October 29, 2023",News,False,"When Aaron Friedland was entering a master's program in economics at the University of British Columbia about a decade ago, he decided to research how the distance to school impacts attendance rates. So he spent two months living in a rural community in Uganda, regularly trekking with a group of kids who walked five miles each day round trip for their education. He still remembers that first morning, taking a",https://www.npr.org/sections/goatsandsoda/2023/10/29/1208822651/what-is-a-walking-school-bus-hint-it-has-no-tires-but-lots-of-feet-and-lots-of-s
School board elections are latest battleground for polarized national politics,1210672666,"November 5, 2023",News,False,"Across the Lehigh Valley, contentious races for control of local school boards are taking center stage in the November election.",https://www.npr.org/2023/11/05/1210672666/school-board-elections-are-latest-battleground-for-polarized-national-politics
Like it or not: Kids hear the news. Here's how teachers help them understand it,1210444566,"November 8, 2023",News,True,"Each morning, Stephanie Nichols gathers her second graders around a table to eat breakfast and start their day.",https://www.npr.org/2023/11/08/1210444566/like-it-or-not-kids-hear-the-news-heres-how-teachers-help-them-understand-it
This school board made news for banning books. Voters flipped it to majority Democrat,1212185489,"November 11, 2023",News,True,"Five Democratic Central Bucks School District candidates pose with current school board member Mariam Mahmud at the Bucks County Democratic headquarters on election night. Pictured left to right: Heather Reynolds, Rick Haring, Mahmud, Susan Gibson, Dana Foley and Karen Smith.",https://www.npr.org/2023/11/11/1212185489/election-pennsylvania-school-board
Colleges face pressure to curb antisemitism and Islamophobia ,1211234951,"November 11, 2023",News,True,"Posters hung around the New York University campus in Greenwich Village, showing people kidnapped by Hamas on Oct. 7 in Israel, are seen torn up and covered with pro-Palestinian graffiti.",https://www.npr.org/2023/11/11/1211234951/colleges-face-pressure-to-curb-antisemitism-and-islamophobia
'Just say no' didn't actually protect students from drugs. Here's what could,1211217460,"November 9, 2023",News,True,College sophomore Elias Myers thinks his friends are lucky to be alive.,https://www.npr.org/2023/11/09/1211217460/fentanyl-drug-education-dare
The evidence on school vouchers that'll please nobody,1197958305,"November 15, 2023",News,True,"School vouchers, or school choice as it's known among advocates, is public funding for children to attend private schools. It's a controversial policy — some say it undermines the public school system, others say it gives parents the ability to choose the best school for their children.",https://www.npr.org/2023/11/15/1197958305/school-vouchers-choice-learning
